"ID","Name","Description","Parent"
"minecraft:recipes/decorations/spruce_fence","minecraft:recipes/decorations/spruce_fence","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/torch","minecraft:recipes/decorations/torch","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/white_banner","minecraft:recipes/decorations/white_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/white_bed","minecraft:recipes/decorations/white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/white_carpet","minecraft:recipes/decorations/white_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/white_stained_glass_pane","minecraft:recipes/decorations/white_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_banner","minecraft:recipes/decorations/yellow_banner","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_bed","minecraft:recipes/decorations/yellow_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_bed_from_white_bed","minecraft:recipes/decorations/yellow_bed_from_white_bed","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_carpet","minecraft:recipes/decorations/yellow_carpet","<null>","minecraft:recipes/root"
"minecraft:recipes/decorations/yellow_stained_glass_pane","minecraft:recipes/decorations/yellow_stained_glass_pane","<null>","minecraft:recipes/root"
"minecraft:recipes/food/beetroot_soup","minecraft:recipes/food/beetroot_soup","<null>","minecraft:recipes/root"
"minecraft:recipes/food/bread","minecraft:recipes/food/bread","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cake","minecraft:recipes/food/cake","<null>","minecraft:recipes/root"
"minecraft:recipes/food/cookie","minecraft:recipes/food/cookie","<null>","minecraft:recipes/root"
"minecraft:recipes/food/golden_apple","minecraft:recipes/food/golden_apple","<null>","minecraft:recipes/root"
"minecraft:recipes/food/mushroom_stew","minecraft:recipes/food/mushroom_stew","<null>","minecraft:recipes/root"
"minecraft:recipes/food/pumpkin_pie","minecraft:recipes/food/pumpkin_pie","<null>","minecraft:recipes/root"
"minecraft:recipes/food/rabbit_stew_from_brown_mushroom","minecraft:recipes/food/rabbit_stew_from_brown_mushroom","<null>","minecraft:recipes/root"
"minecraft:recipes/food/rabbit_stew_from_red_mushroom","minecraft:recipes/food/rabbit_stew_from_red_mushroom","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/beacon","minecraft:recipes/misc/beacon","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bone_meal_from_block","minecraft:recipes/misc/bone_meal_from_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bone_meal_from_bone","minecraft:recipes/misc/bone_meal_from_bone","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/book","minecraft:recipes/misc/book","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bowl","minecraft:recipes/misc/bowl","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/bucket","minecraft:recipes/misc/bucket","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/coal","minecraft:recipes/misc/coal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/cyan_dye","minecraft:recipes/misc/cyan_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/diamond","minecraft:recipes/misc/diamond","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/emerald","minecraft:recipes/misc/emerald","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/ender_eye","minecraft:recipes/misc/ender_eye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/fire_charge","minecraft:recipes/misc/fire_charge","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_ingot_from_block","minecraft:recipes/misc/gold_ingot_from_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_ingot_from_nuggets","minecraft:recipes/misc/gold_ingot_from_nuggets","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gold_nugget","minecraft:recipes/misc/gold_nugget","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/gray_dye","minecraft:recipes/misc/gray_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_ingot_from_block","minecraft:recipes/misc/iron_ingot_from_block","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_ingot_from_nuggets","minecraft:recipes/misc/iron_ingot_from_nuggets","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/iron_nugget","minecraft:recipes/misc/iron_nugget","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lapis_lazuli","minecraft:recipes/misc/lapis_lazuli","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/leather","minecraft:recipes/misc/leather","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_blue_dye_from_blue_orchid","minecraft:recipes/misc/light_blue_dye_from_blue_orchid","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_blue_dye_from_lapis_bonemeal","minecraft:recipes/misc/light_blue_dye_from_lapis_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_azure_bluet","minecraft:recipes/misc/light_gray_dye_from_azure_bluet","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_gray_bonemeal","minecraft:recipes/misc/light_gray_dye_from_gray_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_ink_bonemeal","minecraft:recipes/misc/light_gray_dye_from_ink_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy","minecraft:recipes/misc/light_gray_dye_from_oxeye_daisy","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/light_gray_dye_from_white_tulip","minecraft:recipes/misc/light_gray_dye_from_white_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/lime_dye","minecraft:recipes/misc/lime_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_allium","minecraft:recipes/misc/magenta_dye_from_allium","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_lapis_ink_bonemeal","minecraft:recipes/misc/magenta_dye_from_lapis_ink_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_lapis_red_pink","minecraft:recipes/misc/magenta_dye_from_lapis_red_pink","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_lilac","minecraft:recipes/misc/magenta_dye_from_lilac","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/magenta_dye_from_purple_and_pink","minecraft:recipes/misc/magenta_dye_from_purple_and_pink","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/map","minecraft:recipes/misc/map","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/melon_seeds","minecraft:recipes/misc/melon_seeds","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/orange_dye_from_orange_tulip","minecraft:recipes/misc/orange_dye_from_orange_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/orange_dye_from_red_yellow","minecraft:recipes/misc/orange_dye_from_red_yellow","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/paper","minecraft:recipes/misc/paper","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_peony","minecraft:recipes/misc/pink_dye_from_peony","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_pink_tulip","minecraft:recipes/misc/pink_dye_from_pink_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pink_dye_from_red_bonemeal","minecraft:recipes/misc/pink_dye_from_red_bonemeal","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/pumpkin_seeds","minecraft:recipes/misc/pumpkin_seeds","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/purple_dye","minecraft:recipes/misc/purple_dye","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_beetroot","minecraft:recipes/misc/red_dye_from_beetroot","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_poppy","minecraft:recipes/misc/red_dye_from_poppy","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_rose_bush","minecraft:recipes/misc/red_dye_from_rose_bush","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/red_dye_from_tulip","minecraft:recipes/misc/red_dye_from_tulip","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/slime_ball","minecraft:recipes/misc/slime_ball","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/stick","minecraft:recipes/misc/stick","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/sugar","minecraft:recipes/misc/sugar","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/wheat","minecraft:recipes/misc/wheat","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/writable_book","minecraft:recipes/misc/writable_book","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/yellow_dye_from_dandelion","minecraft:recipes/misc/yellow_dye_from_dandelion","<null>","minecraft:recipes/root"
"minecraft:recipes/misc/yellow_dye_from_sunflower","minecraft:recipes/misc/yellow_dye_from_sunflower","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_door","minecraft:recipes/redstone/acacia_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/acacia_fence_gate","minecraft:recipes/redstone/acacia_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_door","minecraft:recipes/redstone/birch_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/birch_fence_gate","minecraft:recipes/redstone/birch_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/comparator","minecraft:recipes/redstone/comparator","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_door","minecraft:recipes/redstone/dark_oak_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dark_oak_fence_gate","minecraft:recipes/redstone/dark_oak_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/daylight_detector","minecraft:recipes/redstone/daylight_detector","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dispenser","minecraft:recipes/redstone/dispenser","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/dropper","minecraft:recipes/redstone/dropper","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/fence_gate","minecraft:recipes/redstone/fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/heavy_weighted_pressure_plate","minecraft:recipes/redstone/heavy_weighted_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/hopper","minecraft:recipes/redstone/hopper","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/iron_door","minecraft:recipes/redstone/iron_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/iron_trapdoor","minecraft:recipes/redstone/iron_trapdoor","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_door","minecraft:recipes/redstone/jungle_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/jungle_fence_gate","minecraft:recipes/redstone/jungle_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/lever","minecraft:recipes/redstone/lever","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/light_weighted_pressure_plate","minecraft:recipes/redstone/light_weighted_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/noteblock","minecraft:recipes/redstone/noteblock","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/observer","minecraft:recipes/redstone/observer","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/piston","minecraft:recipes/redstone/piston","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone","minecraft:recipes/redstone/redstone","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_block","minecraft:recipes/redstone/redstone_block","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_lamp","minecraft:recipes/redstone/redstone_lamp","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/redstone_torch","minecraft:recipes/redstone/redstone_torch","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/repeater","minecraft:recipes/redstone/repeater","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_door","minecraft:recipes/redstone/spruce_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/spruce_fence_gate","minecraft:recipes/redstone/spruce_fence_gate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/sticky_piston","minecraft:recipes/redstone/sticky_piston","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/stone_button","minecraft:recipes/redstone/stone_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/stone_pressure_plate","minecraft:recipes/redstone/stone_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/tnt","minecraft:recipes/redstone/tnt","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/trapped_chest","minecraft:recipes/redstone/trapped_chest","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/tripwire_hook","minecraft:recipes/redstone/tripwire_hook","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/wooden_button","minecraft:recipes/redstone/wooden_button","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/wooden_door","minecraft:recipes/redstone/wooden_door","<null>","minecraft:recipes/root"
"minecraft:recipes/redstone/wooden_pressure_plate","minecraft:recipes/redstone/wooden_pressure_plate","<null>","minecraft:recipes/root"
"minecraft:recipes/root","minecraft:recipes/root","<null>","-"
"minecraft:recipes/tools/clock","minecraft:recipes/tools/clock","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/compass","minecraft:recipes/tools/compass","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_axe","minecraft:recipes/tools/diamond_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_hoe","minecraft:recipes/tools/diamond_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_pickaxe","minecraft:recipes/tools/diamond_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/diamond_shovel","minecraft:recipes/tools/diamond_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/fishing_rod","minecraft:recipes/tools/fishing_rod","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/flint_and_steel","minecraft:recipes/tools/flint_and_steel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_axe","minecraft:recipes/tools/golden_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_hoe","minecraft:recipes/tools/golden_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_pickaxe","minecraft:recipes/tools/golden_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/golden_shovel","minecraft:recipes/tools/golden_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_axe","minecraft:recipes/tools/iron_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_hoe","minecraft:recipes/tools/iron_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_pickaxe","minecraft:recipes/tools/iron_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/iron_shovel","minecraft:recipes/tools/iron_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/lead","minecraft:recipes/tools/lead","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/shears","minecraft:recipes/tools/shears","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/stone_axe","minecraft:recipes/tools/stone_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/stone_hoe","minecraft:recipes/tools/stone_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/stone_pickaxe","minecraft:recipes/tools/stone_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/stone_shovel","minecraft:recipes/tools/stone_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/wooden_axe","minecraft:recipes/tools/wooden_axe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/wooden_hoe","minecraft:recipes/tools/wooden_hoe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/wooden_pickaxe","minecraft:recipes/tools/wooden_pickaxe","<null>","minecraft:recipes/root"
"minecraft:recipes/tools/wooden_shovel","minecraft:recipes/tools/wooden_shovel","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/acacia_boat","minecraft:recipes/transportation/acacia_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/activator_rail","minecraft:recipes/transportation/activator_rail","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/birch_boat","minecraft:recipes/transportation/birch_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/boat","minecraft:recipes/transportation/boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/carrot_on_a_stick","minecraft:recipes/transportation/carrot_on_a_stick","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/chest_minecart","minecraft:recipes/transportation/chest_minecart","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/dark_oak_boat","minecraft:recipes/transportation/dark_oak_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/detector_rail","minecraft:recipes/transportation/detector_rail","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/furnace_minecart","minecraft:recipes/transportation/furnace_minecart","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/golden_rail","minecraft:recipes/transportation/golden_rail","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/hopper_minecart","minecraft:recipes/transportation/hopper_minecart","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/jungle_boat","minecraft:recipes/transportation/jungle_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/minecart","minecraft:recipes/transportation/minecart","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/rail","minecraft:recipes/transportation/rail","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/spruce_boat","minecraft:recipes/transportation/spruce_boat","<null>","minecraft:recipes/root"
"minecraft:recipes/transportation/tnt_minecart","minecraft:recipes/transportation/tnt_minecart","<null>","minecraft:recipes/root"
"minecraft:story/cure_zombie_villager","[Zombie Doctor]","Weaken and then cure a zombie villager","minecraft:story/enter_the_nether"
"minecraft:story/deflect_arrow","[Not Today, Thank You]","Deflect an arrow with a shield","minecraft:story/obtain_armor"
"minecraft:story/enchant_item","[Enchanter]","Enchant an item at an Enchanting Table","minecraft:story/mine_diamond"
"minecraft:story/enter_the_end","[The End?]","Enter the End Portal","minecraft:story/follow_ender_eye"
"minecraft:story/enter_the_nether","[We Need to Go Deeper]","Build, light and enter a Nether Portal","minecraft:story/form_obsidian"
"minecraft:story/follow_ender_eye","[Eye Spy]","Follow an Ender Eye","minecraft:story/enter_the_nether"
"minecraft:story/form_obsidian","[Ice Bucket Challenge]","Form and mine a block of Obsidian","minecraft:story/lava_bucket"
"minecraft:story/iron_tools","[Isn't It Iron Pick]","Upgrade your pickaxe","minecraft:story/smelt_iron"
"minecraft:story/lava_bucket","[Hot Stuff]","Fill a bucket with lava","minecraft:story/smelt_iron"
"minecraft:story/mine_diamond","[Diamonds!]","Acquire diamonds","minecraft:story/iron_tools"
"minecraft:story/mine_stone","[Stone Age]","Mine stone with your new pickaxe","minecraft:story/root"
"minecraft:story/obtain_armor","[Suit Up]","Protect yourself with a piece of iron armor","minecraft:story/smelt_iron"
"minecraft:story/root","[Minecraft]","The heart and story of the game","-"
"minecraft:story/shiny_gear","[Cover Me With Diamonds]","Diamond armor saves lives","minecraft:story/mine_diamond"
"minecraft:story/smelt_iron","[Acquire Hardware]","Smelt an iron ingot","minecraft:story/upgrade_tools"
"minecraft:story/upgrade_tools","[Getting an Upgrade]","Construct a better pickaxe","minecraft:story/mine_stone"
"mod_lavacow:mod_lavacow/get_fissionpotion","[Divided We...]","Get a Potion of Fission","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/get_hatred_shard","[In the Depths of Memory]","Get a Shard of Reminiscence","mod_lavacow:mod_lavacow/kill_forsaken"
"mod_lavacow:mod_lavacow/get_illager_nose","[I Got Your Nose!]","Obtain an Illager's nose.","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/get_molten_alloy","[Pure Protein]","Obtain a bar of Molten Alloy","mod_lavacow:mod_lavacow/kill_salamander"
"mod_lavacow:mod_lavacow/get_molten_armor","[Fire it Up!]","Upgrade your diamonds and get yourself some molten armor!","mod_lavacow:mod_lavacow/get_molten_alloy"
"mod_lavacow:mod_lavacow/get_molten_tool","[Molten Warrior]","Obtain a molten tool!","mod_lavacow:mod_lavacow/get_molten_alloy"
"mod_lavacow:mod_lavacow/get_piranha_launcher","[It Fired From the Gun]","Obtain the Swarmer Launcher","mod_lavacow:mod_lavacow/kill_zombiepiranha"
"mod_lavacow:mod_lavacow/get_soulforged_armor","[Fire it Up Again!]","Upgrade your molten armor into soulforged armor!","mod_lavacow:mod_lavacow/get_molten_armor"
"mod_lavacow:mod_lavacow/get_soulforged_tool","[Elite Molten Warrior]","Obtain a soulforged tool!","mod_lavacow:mod_lavacow/get_molten_tool"
"mod_lavacow:mod_lavacow/get_thorn_shooter","[Say Hello to My Little Friend...]","Acquire the almighty Thorn Shooter!","mod_lavacow:mod_lavacow/kill_cactyrant"
"mod_lavacow:mod_lavacow/kill_amberlord","[Lord of the Scarabs]","Slay an Amber Lord","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_avaton","[Pest Control]","Slay an Avaton","mod_lavacow:mod_lavacow/kill_weta"
"mod_lavacow:mod_lavacow/kill_banshee","[Silent Chills]","Slay a Banshee","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_boneworm","[The One Re-Bone]","Slay an Osvermis","mod_lavacow:mod_lavacow/kill_forsaken"
"mod_lavacow:mod_lavacow/kill_cactyrant","[Cactsus]","Slay a Cactyrant","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_enigmoth","[Mothman of the Outer End]","Slay an Enigmoth","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_foglet","[See No Evil]","Slay a Foglet","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_forsaken","[I Remember...]","Slay a Forsaken","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_ghost_swarmer","[Jungle Cruise III: Vengeance]","Slay a Ghost Swarmer","mod_lavacow:mod_lavacow/kill_zombiepiranha"
"mod_lavacow:mod_lavacow/kill_ghostray","[Fish Night]","Slay a Ghost Ray","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_grave_robber","[When Johnny Gets a Shovel]","Slay a Grave Robber","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_grave_robber_ghost","[Not Again!]","Slay a Grave Robber's Ghost","mod_lavacow:mod_lavacow/kill_grave_robber"
"mod_lavacow:mod_lavacow/kill_imp","[Do No Evil]","Slay a Flame Imp","mod_lavacow:mod_lavacow/kill_isnachi"
"mod_lavacow:mod_lavacow/kill_isnachi","[Speak No Evil]","Slay an Isnachi","mod_lavacow:mod_lavacow/kill_foglet"
"mod_lavacow:mod_lavacow/kill_mimic","[The Chest that Pinches]","Slay a Mimic","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_mummy","[Death is Only the Beginning]","Slay a Mummy","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_parasite","[Get it OFFFFF!]","Slay a Parasite","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_pingu","[Let's Kick Some Ice]","Slay a Penghoul","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_piranha","[Jungle Cruise]","Slay a Piranha","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_ptera","[Vultursaur]","Slay a Ptera","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_salamander","[Kaboom, Baby!]","Slay a Warmander","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_scarecrow","[Not Halloween Yet]","Slay a Scarecrow","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_sea_hag","[Drowned Sorceress]","Slay a Sea Hag","mod_lavacow:mod_lavacow/kill_wraith"
"mod_lavacow:mod_lavacow/kill_skeletonking","[Long Live the Skeleton King]","Successfully defeat and cast out the Skeleton King","mod_lavacow:mod_lavacow/get_hatred_shard"
"mod_lavacow:mod_lavacow/kill_sludgelord","[Botany Crisis]","Slay a Sludge Lord","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_soulworm","[The One Re-Bone Again]","Slay an Osvermis Spiritus","mod_lavacow:mod_lavacow/kill_boneworm"
"mod_lavacow:mod_lavacow/kill_unburied","[The Walking Dead]","Slay an Unburied","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_undeadswine","[HERE COMES THE PAIN TRAIN!]","Slay an Undead Swine","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_undertaker","[This is My Yard]","K.O. an Undertaker","mod_lavacow:mod_lavacow/kill_unburied"
"mod_lavacow:mod_lavacow/kill_vespa","[NOT THE BEES!]","Slay a Vespa","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_wendigo","[Faster than the Wind]","Slay an Ithaqua","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_weta","[Insect Pit Survivor]","Slay a Weta","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_wraith","[Ghost Buster]","Slay a Revenant","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_zombiefrozen","[Let it Go]","Slay a Frigid","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_zombiemushroom","[The Last of Me]","Slay a Mycosis","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/kill_zombiepiranha","[Jungle Cruise II: Mutation]","Slay a Swarmer","mod_lavacow:mod_lavacow/kill_piranha"
"mod_lavacow:mod_lavacow/root","[The Dark Night]","Enter a world of undead","-"
"mod_lavacow:mod_lavacow/slimy_tasty","[Slimy, Yet Satisfying]","Eat a raw Parasite","mod_lavacow:mod_lavacow/kill_parasite"
"mod_lavacow:mod_lavacow/summon_lavacow","[I Summon Thee]","Get a Potion of MOOten Lava","mod_lavacow:mod_lavacow/get_fissionpotion"
"mod_lavacow:mod_lavacow/tame_cactoid","[Desert Agriculture]","Tame a Cactoid","mod_lavacow:mod_lavacow/kill_cactyrant"
"mod_lavacow:mod_lavacow/tame_raven","[Raven, Not Crow]","Tame a Raven","mod_lavacow:mod_lavacow/root"
"mod_lavacow:mod_lavacow/tame_salamander","[Beef is Good]","Tame a Warmander","mod_lavacow:mod_lavacow/kill_salamander"
"mod_lavacow:mod_lavacow/tame_scarecrow","[Do You Wanna Build a Scarecrow?]","Build a Scarecrow","mod_lavacow:mod_lavacow/kill_scarecrow"
"moglowstone:main/glowstone_fuel","[Shiny Fuel]","Craft Glowstone Fuel","moglowstone:main/root"
"moglowstone:main/root","[Mo' Glowstone]","Obtain Colored Glowstone","-"
"morebows:recipes/diamond_bow","morebows:recipes/diamond_bow","<null>","minecraft:recipes/root"
"morebows:recipes/ender_bow","morebows:recipes/ender_bow","<null>","minecraft:recipes/root"
"morebows:recipes/flame_bow","morebows:recipes/flame_bow","<null>","minecraft:recipes/root"
"morebows:recipes/frost_bow","morebows:recipes/frost_bow","<null>","minecraft:recipes/root"
"morebows:recipes/gold_bow","morebows:recipes/gold_bow","<null>","minecraft:recipes/root"
"morebows:recipes/iron_bow","morebows:recipes/iron_bow","<null>","minecraft:recipes/root"
"morebows:recipes/multi_bow","morebows:recipes/multi_bow","<null>","minecraft:recipes/root"
